Term,Course,Section,Course Name,Credits,Capacity,Days,Hours,Room,Professor,Modality
C22,ADMI3015,KJ1,INT INTERNATIONAL BUSINESS,3,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,ADMI3015,KM1,INT INTERNATIONAL BUSINESS,3,30,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,ADMI3015,KP1,INT INTERNATIONAL BUSINESS,3,22,TuTh,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(P) - Presencial
C22,ADMI3015,LJ1,INT INTERNATIONAL BUSINESS,3,30,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,ADMI3015,LM1,INT INTERNATIONAL BUSINESS,3,30,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,ADMI3015,LN1,INT INTERNATIONAL BUSINESS,3,30,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,ADMI3150,EL1,BUSINESS PLAN DEVELOPMENT,3,20,,,TBA,TBA,(D) - Distance
C22,ADMI3301,KH1,ENTREPRENOUR DEVELOPMENT,3,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,ADMI3301,LH1,ENTREPRENOUR DEVELOPMENT,3,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,ADMI4007,EL1,STRATEGIC MANAGEMENT,3,20,,,TBA,TBA,(D) - Distance
C22,ADMI4007,KH1,STRATEGIC MANAGEMENT,3,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,ADMI4007,LH1,STRATEGIC MANAGEMENT,3,20,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,ADMI4007,LJ1,STRATEGIC MANAGEMENT,3,18,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,ADMI4415,LJ1,LEADERSHIP,3,25,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,ANAT4012,KM1,HUM ANAT & PHYSIOLOGY II,4,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,ANAT4014,KP1,HUM ANAT PHYSIOL II LAB,-,20,Tu,4:00 pm - 6:50 pm,TBA,TBA,(P) - Presencial
C22,ANTR3005,KG1,INTROD CULTURAL ANTHROPOL,3,30,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,ANTR3005,KN1,INTROD CULTURAL ANTHROPOL,3,30,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,ARTE3125,KJ1,DRAWING I,3,15,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,ARTE3125,KN1,DRAWING I,3,15,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,ARTE3125,LN1,DRAWING I,3,15,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,ARTE3125,LP1,DRAWING I,3,15,MW,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(P) - Presencial
C22,ARTE3135,LH1,BASIC PAITING,3,15,MW,8:00 am - 9:50 am8:00 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,ARTE3135,LJ1,BASIC PAITING,3,15,MW,10:00 am - 11:50 am10:00 am - 11:50 am,TBA,TBA,(P) - Presencial
C22,BIOL3011,KR1,GENERAL BIOLOGY I,4,24,Tu,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3012,KG1,GENERAL BIOLOGY II,4,30,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3012,KH1,GENERAL BIOLOGY II,4,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,BIOL3012,KJ1,GENERAL BIOLOGY II,4,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3012,KM1,GENERAL BIOLOGY II,4,30,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,BIOL3012,LH1,GENERAL BIOLOGY II,4,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,BIOL3012,LJ1,GENERAL BIOLOGY II,4,30,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3012,LK1,GENERAL BIOLOGY II,4,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3013,JR1,GENERAL BIOLOGY I LAB,-,24,Th,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3014,JH1,GENERAL BIOLOGY II LAB,-,20,Th,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3014,JM1,GENERAL BIOLOGY II LAB,-,20,Th,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3014,KH1,GENERAL BIOLOGY II LAB,-,20,Tu,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3014,LJ1,GENERAL BIOLOGY II LAB,-,20,M,10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3014,LM1,GENERAL BIOLOGY II LAB,-,20,M,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3014,MG1,GENERAL BIOLOGY II LAB,-,20,W,7:00 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,BIOL3014,MJ1,GENERAL BIOLOGY II LAB,-,20,W,10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3014,MM1,GENERAL BIOLOGY II LAB,-,20,W,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3014,MP1,GENERAL BIOLOGY II LAB,-,20,W,4:00 pm - 6:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3014,VH1,GENERAL BIOLOGY II LAB,-,20,F,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3018,KJ1,DEVELOPMENTAL BIOLOGY,4,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3018,LJ1,DEVELOPMENTAL BIOLOGY,4,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3018,LK1,DEVELOPMENTAL BIOLOGY,4,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3028,KH1,DEVELOPMENTAL BIOLOGY LAB,-,20,Tu,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3028,LH1,DEVELOPMENTAL BIOLOGY LAB,-,20,M,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3028,LM1,DEVELOPMENTAL BIOLOGY LAB,-,20,M,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3028,VH1,DEVELOPMENTAL BIOLOGY LAB,-,20,F,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3108,KH1,UNDERGRADUATE RESEARCH,2,10,TuThSat,8:30 am - 10:20 am8:30 am - 10:20 am8:00 am - 9:50 am,TBA,TBA,(H) - Hybrid
C22,BIOL3108,KM1,UNDERGRADUATE RESEARCH,2,10,TuThSat,1:00 pm - 2:50 pm1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(H) - Hybrid
C22,BIOL3108,LM1,UNDERGRADUATE RESEARCH,2,10,MWSat,1:00 pm - 2:50 pm1:00 pm - 2:50 pm3:00 pm - 4:50 pm,TBA,TBA,(H) - Hybrid
C22,BIOL3155,EL1,HUMANITY ENVIRONM,3,20,,,TBA,TBA,(D) - Distance
C22,BIOL3155,KJ1,HUMANITY ENVIRONM,3,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3155,LH1,HUMANITY ENVIRONM,3,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,BIOL3155,LK1,HUMANITY ENVIRONM,3,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3155,LM1,HUMANITY ENVIRONM,3,30,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,BIOL3349,KH1,GENETICS,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,BIOL3349,LK1,GENETICS,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3349,LM1,GENETICS,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,BIOL3350,JM1,GENETICS LABORATORY,1,20,Th,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3350,KM1,GENETICS LABORATORY,1,20,Tu,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3350,MH1,GENETICS LABORATORY,1,20,W,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3350,MM1,GENETICS LABORATORY,1,20,W,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3425,KJ1,BIOLOGY OF ANIMALS,4,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3425,LJ1,BIOLOGY OF ANIMALS,4,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3426,KM1,BIOLOGY OF ANIMALS LABORAT,-,20,Tu,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3426,MJ1,BIOLOGY OF ANIMALS LABORAT,-,20,W,10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3426,MP1,BIOLOGY OF ANIMALS LABORAT,-,20,W,4:00 pm - 6:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3705,KM1,GENERAL MICROBIOLOGY,4,20,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,BIOL3705,LJ1,GENERAL MICROBIOLOGY,4,20,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3705,LM1,GENERAL MICROBIOLOGY,4,20,MW,1:30 pm - 2:50 pm1:30 pm - 2:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3707,KN1,MICROBIOLOGY LABORATORY,-,20,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3707,LK1,MICROBIOLOGY LABORATORY,-,20,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3707,LN1,MICROBIOLOGY LABORATORY,-,20,MW,3:00 pm - 4:20 pm3:00 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C22,BIOL3792,LJ1,HUMAN BIOLOGY IV,4,30,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL3792,LK1,HUMAN BIOLOGY IV,4,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3794,LM1,HUMAN BIOLOGY IV LAB,-,20,M,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3794,MM1,HUMAN BIOLOGY IV LAB,-,20,W,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL3794,VH1,HUMAN BIOLOGY IV LAB,-,20,F,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL4033,KH1,BIOSO ENVIR TOPIC,3,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,BIOL4033,VJ1,BIOSO ENVIR TOPIC,3,30,F,10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL4056,KM1,INTRODUCTION TO IMMUNOLOGY,3,30,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,BIOL4056,LJ1,INTRODUCTION TO IMMUNOLOGY,3,30,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,BIOL4895,VM1,EXPERIMENTAL BIOTECHNOLOGY,3,16,F,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,BIOL4990,VQ1,INTRODUCTION TO RESEARCH,2,12,FSatSat,5:00 pm - 6:50 pm8:00 am - 11:50 am1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C22,BIOL4990,VQ2,INTRODUCTION TO RESEARCH,2,12,FSatSat,6:00 pm - 8:50 pm8:00 am - 11:50 am1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C22,BIOL4999,LK1,ISSUES IN BIOLOGY,3,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,CIBI3001,EL1,FOUNDATIONS OF BIOLOGY I,3,20,,,TBA,TBA,(D) - Distance
C22,CIBI3002,EL1,FOUNDATIONS OF BIOLOGY II,3,30,,,TBA,TBA,(D) - Distance
C22,CIBI3002,EL2,FOUNDATIONS OF BIOLOGY II,3,30,,,TBA,TBA,(D) - Distance
C22,CIBI3002,KG1,FOUNDATIONS OF BIOLOGY II,3,30,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,CIBI3002,LN1,FOUNDATIONS OF BIOLOGY II,3,30,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,CIFI3002,LK1,FOUN PHYS SCIEN II,3,25,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,CIIN3003,LP1,INTEGRATED SCIENCE II,3,25,MW,4:30 pm - 5:50 pm4:30 pm - 5:50 pm,TBA,TBA,(P) - Presencial
C22,CIIN3004,LM1,INTEGRATED SCIENCE LAB II,1,14,M,1:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C22,CIIN3004,MM1,INTEGRATED SCIENCE LAB II,1,14,W,1:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C22,CIPO3011,KN1,PRINCIP POLITICAL SCIENCE,3,25,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,CISO3121,EL1,INTROD SOCIAL SCIENCES I,3,20,,,TBA,TBA,(D) - Distance
C22,CISO3121,KJ1,INTROD SOCIAL SCIENCES I,3,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,CISO3121,KM1,INTROD SOCIAL SCIENCES I,3,30,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,CISO3121,LP1,INTROD SOCIAL SCIENCES I,3,30,MW,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(P) - Presencial
C22,CISO3122,EL1,INT SOCIAL SCIENCES II,3,20,,,TBA,TBA,(D) - Distance
C22,CISO3122,EL2,INT SOCIAL SCIENCES II,3,20,,,TBA,TBA,(D) - Distance
C22,CISO3122,EL3,INT SOCIAL SCIENCES II,3,20,,,TBA,TBA,(D) - Distance
C22,CISO3122,KG1,INT SOCIAL SCIENCES II,3,30,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,CISO3122,KH1,INT SOCIAL SCIENCES II,3,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,CISO3122,KH2,INT SOCIAL SCIENCES II,3,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,CISO3122,KM1,INT SOCIAL SCIENCES II,3,30,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,CISO3122,KM2,INT SOCIAL SCIENCES II,3,30,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,CISO3122,KN1,INT SOCIAL SCIENCES II,3,30,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,CISO3122,LG1,INT SOCIAL SCIENCES II,3,30,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,CISO3122,LH1,INT SOCIAL SCIENCES II,3,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,CISO3122,LJ1,INT SOCIAL SCIENCES II,3,30,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,CISO3122,LK1,INT SOCIAL SCIENCES II,3,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,CISO3122,LM1,INT SOCIAL SCIENCES II,3,30,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,CISO3122,LM2,INT SOCIAL SCIENCES II,3,30,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,CISO3132,LH1,INTROD SOC SCIEN II-HONOR,3,15,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,CISO3155,LG1,FUND STATISTICAL REASONING,3,30,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,COEM3011,KG1,BUSINESS COMM IN SPANISH,4,25,TuTh,7:00 am - 8:50 am7:00 am - 8:50 am,TBA,TBA,(P) - Presencial
C22,COEM3011,LN1,BUSINESS COMM IN SPANISH,4,25,MW,2:30 pm - 4:20 pm2:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C22,CONT3006,EL1,ELEMENTARY ACCOUNT II,4,20,,,TBA,TBA,(D) - Distance
C22,CONT3006,KG1,ELEMENTARY ACCOUNT II,4,25,TuTh,7:00 am - 8:50 am7:00 am - 8:50 am,TBA,TBA,(P) - Presencial
C22,CONT3006,KI1,ELEMENTARY ACCOUNT II,4,25,TuTh,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(P) - Presencial
C22,CONT3006,KM1,ELEMENTARY ACCOUNT II,4,25,TuTh,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3006,KO1,ELEMENTARY ACCOUNT II,4,25,TuTh,3:00 pm - 4:50 pm3:00 pm - 4:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3006,LM1,ELEMENTARY ACCOUNT II,4,25,MW,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3006,LO1,ELEMENTARY ACCOUNT II,4,25,MW,3:00 pm - 4:50 pm3:00 pm - 4:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3008,JR1,INT. ACCOUNTING II,4,18,Th,6:00 pm - 9:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3008,KM1,INT. ACCOUNTING II,4,18,TuTh,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3008,KO1,INT. ACCOUNTING II,4,18,TuTh,3:00 pm - 4:50 pm3:00 pm - 4:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3025,KI1,COST ACCOUNTING I,4,25,TuTh,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(P) - Presencial
C22,CONT3025,KR1,COST ACCOUNTING I,4,25,Tu,6:00 pm - 9:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3025,LG1,COST ACCOUNTING I,4,25,MW,7:00 am - 8:50 am7:00 am - 8:50 am,TBA,TBA,(P) - Presencial
C22,CONT3035,KM1,ADVANCED ACCOUNTING,4,25,TuTh,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3035,LR1,ADVANCED ACCOUNTING,4,25,M,6:00 pm - 9:50 pm,TBA,TBA,(P) - Presencial
C22,CONT3106,KJ1,INT ACCOUNTING FUND II,3,18,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,CONT3115,EL1,COMPUTARIZED ACCOUNTING,4,20,,,TBA,TBA,(D) - Distance
C22,CONT4017,MR1,AUDITING SYSTEMS,3,18,W,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C22,CONT4026,VM1,ACCOUNTING INTERNSHIP,4,9,F,1:00 pm - 4:50 pm,TBA,TBA,(P) - Presencial
C22,CONT4036,EL1,MANEGERIAL ACCOUNT,4,20,,,TBA,TBA,(D) - Distance
C22,CONT4036,LI1,MANEGERIAL ACCOUNT,4,25,MW,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(P) - Presencial
C22,CONT4049,EL1,PRINCIPLES FOR EXAM FRAUD,4,20,,,TBA,TBA,(D) - Distance
C22,COTI3101,LR1,ALGORITHMS & PROG DEV I,4,20,M,6:00 pm - 9:50 pm,TBA,TBA,(P) - Presencial
C22,COTI3102,KI1,ALGORITHMS & PROG DEV II,4,20,TuTh,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(P) - Presencial
C22,COTI3102,KM1,ALGORITHMS & PROG DEV II,4,20,TuTh,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(P) - Presencial
C22,COTI3102,LI1,ALGORITHMS & PROG DEV II,4,20,MW,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(P) - Presencial
C22,COTI3102,LO1,ALGORITHMS & PROG DEV II,4,20,MW,3:00 pm - 4:50 pm3:00 pm - 4:50 pm,TBA,TBA,(P) - Presencial
C22,COTI3205,KR1,COMPUTER ORGANIZATION,3,20,Tu,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C22,COTI3305,KN1,COMPUTINGETHICS AND SOC,2,20,TuTh,2:30 pm - 4:20 pm2:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C22,COTI3305,LN1,COMPUTINGETHICS AND SOC,2,20,MW,2:30 pm - 4:20 pm2:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C22,COTI4150,KJ1,INF. SYSTEMS PROGRAMMING,3,20,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,COTI4250,LM1,INT. TO THE THEORY OF COMP,3,20,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,COTI4260,LH1,INFORMATION SECURITY,3,20,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,Presencial
C22,COTI4306,LL1,UNDERGRADUATE SEMINAR,1,20,M,12:00 pm - 12:50 pm,TBA,TBA,(P) - Presencial
C22,ECON3021,EL1,PRINCIPLES OF ECONOMY I,3,20,,,TBA,TBA,(D) - Distance
C22,ECON3021,LG1,PRINCIPLES OF ECONOMY I,3,18,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,ECON3021,LH1,PRINCIPLES OF ECONOMY I,3,22,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,ECON3021,LK1,PRINCIPLES OF ECONOMY I,3,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,ECON3021,LM1,PRINCIPLES OF ECONOMY I,3,18,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,ECON3022,EL1,PRINCIPLES OF ECONOMY II,3,20,,,TBA,TBA,(D) - Distance
C22,ECON3022,KJ1,PRINCIPLES OF ECONOMY II,3,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,ECON3022,LG1,PRINCIPLES OF ECONOMY II,3,18,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,ECON3022,LH1,PRINCIPLES OF ECONOMY II,3,22,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,ECON3022,LM1,PRINCIPLES OF ECONOMY II,3,30,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,EDES3006,EI1,DIAGN TREAT READ WRIT DEF,3,2,,,TBA,TBA,(H) - Hybrid
C22,EDES3006,LM1,DIAGN TREAT READ WRIT DEF,3,25,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C22,EDES4006,KM1,SEM-CHARACT NEEDS SPECIAL,3,25,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,EDES4006,LH1,SEM-CHARACT NEEDS SPECIAL,3,25,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,EDFI2007,LH1,PERSONAL/COMMUNITY HEALTH,3,25,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,EDFI2007,LM1,PERSONAL/COMMUNITY HEALTH,3,25,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,EDFI3016,KH1,TEAM INDI SPORT,3,20,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,EDFI3016,LJ1,TEAM INDI SPORT,3,20,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C22,EDFI3026,KM1,GAM RHYTMS GYMNA,3,20,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C22,EDFI3026,LK1,GAM RHYTMS GYMNA,3,20,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C22,EDFI3095,KN1,COACH/OFFICIAL BASKETBALL,2,25,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,EDFI3099,KN1,SEM STUD TEAC SPE PHY EDU,3,20,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,EDFI3451,LN1,TENNIS,2,16,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C22,EDFI3695,KG1,FIRST AID SAFETY,3,25,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C22,EDFI3695,KH1,FIRST AID SAFETY,3,25,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C22,EDFI3695,KM1,FIRST AID SAFETY,3,25,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
