Term,Course,Section,Course Name,Credits,Capacity,Days,Hours,Room,Professor,Modality
C11,INGL3113,JH1,ORAL PRACT BASIC ENGL I,-,35,Th,8:00 am - 8:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,JI1,ORAL PRACT BASIC ENGL I,-,35,Th,9:00 am - 9:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,JJS,ORAL PRACT BASIC ENGL I,-,35,Th,10:00 am - 10:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,JK1,ORAL PRACT BASIC ENGL I,-,35,Th,11:00 am - 11:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,JM1,ORAL PRACT BASIC ENGL I,-,35,Th,1:00 pm - 1:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,JN1,ORAL PRACT BASIC ENGL I,-,25,Th,2:00 pm - 2:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,KG1,ORAL PRACT BASIC ENGL I,-,25,Tu,7:00 am - 7:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,KH1,ORAL PRACT BASIC ENGL I,-,25,Tu,8:00 am - 8:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,KIS,ORAL PRACT BASIC ENGL I,-,25,Tu,9:00 am - 9:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,KJ1,ORAL PRACT BASIC ENGL I,-,35,Tu,10:00 am - 10:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,KM1,ORAL PRACT BASIC ENGL I,-,35,Tu,1:00 pm - 1:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,KN1,ORAL PRACT BASIC ENGL I,-,25,Tu,2:00 pm - 2:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,LG1,ORAL PRACT BASIC ENGL I,-,35,M,7:00 am - 7:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,LH1,ORAL PRACT BASIC ENGL I,-,35,M,8:00 am - 8:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,LI1,ORAL PRACT BASIC ENGL I,-,35,M,9:00 am - 9:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,LJ1,ORAL PRACT BASIC ENGL I,-,35,M,10:00 am - 10:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,LKS,ORAL PRACT BASIC ENGL I,-,35,M,11:00 am - 11:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,LM1,ORAL PRACT BASIC ENGL I,-,35,M,1:00 pm - 1:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,LN1,ORAL PRACT BASIC ENGL I,-,35,M,2:00 pm - 2:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,MG1,ORAL PRACT BASIC ENGL I,-,25,W,7:00 am - 7:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,MH1,ORAL PRACT BASIC ENGL I,-,35,W,8:00 am - 8:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,MI1,ORAL PRACT BASIC ENGL I,-,35,W,9:00 am - 9:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,MJS,ORAL PRACT BASIC ENGL I,-,35,W,10:00 am - 10:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,MK1,ORAL PRACT BASIC ENGL I,-,35,W,11:00 am - 11:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,MM1,ORAL PRACT BASIC ENGL I,-,35,W,1:00 pm - 1:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,MN1,ORAL PRACT BASIC ENGL I,-,35,W,2:00 pm - 2:50 pm,TBA,TBA,(D) - Distance
C11,INGL3113,VG1,ORAL PRACT BASIC ENGL I,-,35,F,7:00 am - 7:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,VH1,ORAL PRACT BASIC ENGL I,-,35,F,8:00 am - 8:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,VIS,ORAL PRACT BASIC ENGL I,-,35,F,9:00 am - 9:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,VJ1,ORAL PRACT BASIC ENGL I,-,35,F,10:00 am - 10:50 am,TBA,TBA,(D) - Distance
C11,INGL3113,VK1,ORAL PRACT BASIC ENGL I,-,35,F,11:00 am - 11:50 am,TBA,TBA,(D) - Distance
C11,INGL3114,VR1,ORAL PRACT BASIC ENGL II,-,25,F,6:00 pm - 6:50 pm,TBA,TBA,(P) - Presencial
C11,INGL3201,EL1,GRAMMAR COMPOSIT READ I,3,20,,,TBA,TBA,(D) - Distance
C11,INGL3201,KM1,GRAMMAR COMPOSIT READ I,3,25,TuTh,1:00 pm - 2:20 pm,TBA,TBA,(D) - Distance
C11,INGL3201,KN1,GRAMMAR COMPOSIT READ I,3,25,TuTh,2:30 pm - 3:50 pm,TBA,TBA,(D) - Distance
C11,INGL3201,KP1,GRAMMAR COMPOSIT READ I,3,25,TuTh,4:00 pm - 5:20 pm,TBA,TBA,(D) - Distance
C11,INGL3201,LJ1,GRAMMAR COMPOSIT READ I,3,25,MW,10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,INGL3201,LP1,GRAMMAR COMPOSIT READ I,3,25,MW,4:00 pm - 5:20 pm,TBA,TBA,(H) - Hybrid
C11,INGL3221,KG1,INTRODUCT LITERATURE I,3,25,TuTh,7:00 am - 8:20 am,TBA,TBA,(D) - Distance
C11,INGL3221,KH1,INTRODUCT LITERATURE I,3,25,TuTh,8:30 am - 9:50 am,TBA,TBA,(D) - Distance
C11,INGL3221,LJ1,INTRODUCT LITERATURE I,3,25,MW,10:00 am - 11:20 am,TBA,TBA,(D) - Distance
C11,INGL3221,LM1,INTRODUCT LITERATURE I,3,25,MW,1:00 pm - 2:20 pm,TBA,TBA,(D) - Distance
C11,INGL3326,LH1,MINORITY LITE OF THE U.S.,3,25,MW,8:30 am - 9:50 am,TBA,TBA,(D) - Distance
C11,INGL3344,EL1,TECHNICAL WRITING AND COMM,3,20,,,TBA,TBA,(D) - Distance
C11,INGL3344,KJ1,TECHNICAL WRITING AND COMM,3,25,TuTh,10:00 am - 11:20 am,TBA,TBA,(D) - Distance
C11,INGL3344,LK1,TECHNICAL WRITING AND COMM,3,25,MW,11:30 am - 12:50 pm,TBA,TBA,(D) - Distance
C11,INME3809,KM1,CREATIVE DESIGN I,3,18,TuTh,1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C11,INTD4995,VM1,INSTITU COOP PLAN,3,1,F,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C11,INTD4995,VM2,INSTITU COOP PLAN,3,2,F,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C11,INTD4995,VM3,INSTITU COOP PLAN,3,2,F,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C11,JUST3005,LN1,INT CRIMINAL JUSTICE SYST,3,20,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,LEGA4005,KG1,LEGAL ASPECTS IN BUSINESS,3,30,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(H) - Hybrid
C11,LEGA4005,LR1,LEGAL ASPECTS IN BUSINESS,3,20,M,6:00 pm - 8:50 pm,TBA,TBA,(H) - Hybrid
C11,LEGA4005,MR1,LEGAL ASPECTS IN BUSINESS,3,25,W,6:00 pm - 8:50 pm,TBA,TBA,(H) - Hybrid
C11,LITE3011,LK1,MODERN LITERATURE,3,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C11,MATE3001,KG1,INTRODUCT. MATHEMATICS I,3,28,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3001,KH1,INTRODUCT. MATHEMATICS I,3,28,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3001,KJ1,INTRODUCT. MATHEMATICS I,3,28,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3001,KM1,INTRODUCT. MATHEMATICS I,3,28,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3001,KN1,INTRODUCT. MATHEMATICS I,3,28,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3001,KP1,INTRODUCT. MATHEMATICS I,3,28,TuTh,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3001,LG1,INTRODUCT. MATHEMATICS I,3,28,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3001,LH1,INTRODUCT. MATHEMATICS I,3,28,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3001,LJ1,INTRODUCT. MATHEMATICS I,3,28,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3001,LJ2,INTRODUCT. MATHEMATICS I,3,28,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3001,LK1,INTRODUCT. MATHEMATICS I,3,28,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3001,LM1,INTRODUCT. MATHEMATICS I,3,28,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3001,LP1,INTRODUCT. MATHEMATICS I,3,28,MW,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3006,LN1,INTEG. MATH WITH APLIC.,3,28,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3026,KI1,INTRODUC COMPUTER STATIST,3,20,TuThTuTh,9:00 am - 10:20 am 10:30 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3026,LG1,INTRODUC COMPUTER STATIST,3,20,MWTuTh,7:00 am - 8:20 am 7:00 am - 7:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3026,LH1,INTRODUC COMPUTER STATIST,3,20,MWMW,8:30 am - 9:50 am 10:00 am - 10:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3026,LK1,INTRODUC COMPUTER STATIST,3,20,MWMW,11:30 am - 12:50 pm 1:00 pm - 1:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3031,JQ1,CALCULUS I,4,28,Th,5:30 pm - 9:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3031,KI1,CALCULUS I,4,28,TuTh,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3031,KM1,CALCULUS I,4,28,TuTh,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3031,KO1,CALCULUS I,4,28,TuTh,3:00 pm - 4:50 pm3:00 pm - 4:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3031,LG1,CALCULUS I,4,28,MW,7:00 am - 8:50 am7:00 am - 8:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3031,LI1,CALCULUS I,4,28,MW,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3031,LM1,CALCULUS I,4,28,MW,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3032,KI1,CALCULUS II,4,25,TuTh,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3032,LI1,CALCULUS II,4,28,MW,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3032,LM1,CALCULUS II,4,28,MW,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3105,LN1,APPRECIATION OF MATH.,3,25,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3131,KN1,FUN CONCEP OF ARIT AND ALG,3,28,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C11,MATE3131,LH1,FUN CONCEP OF ARIT AND ALG,3,28,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C11,MATE3132,KP1,CONCEPTS OF GEOM PROB STAT,3,28,TuTh,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3171,KG1,PRE-CALCULUS I,3,28,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3171,KH1,PRE-CALCULUS I,3,28,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3171,KH2,PRE-CALCULUS I,3,28,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3171,KM1,PRE-CALCULUS I,3,28,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3171,KM2,PRE-CALCULUS I,3,28,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3171,KN1,PRE-CALCULUS I,3,28,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3171,LH1,PRE-CALCULUS I,3,28,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3171,LJ1,PRE-CALCULUS I,3,28,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3171,LK1,PRE-CALCULUS I,3,28,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3171,LM1,PRE-CALCULUS I,3,28,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3171,LN1,PRE-CALCULUS I,3,28,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,MATE3172,KH1,PRE-CALCULUS II,3,28,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,MATE3172,KJ1,PRE-CALCULUS II,3,28,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MATE3172,KM1,PRE-CALCULUS II,3,25,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3172,LO1,PRE-CALCULUS II,3,28,MW,3:00 pm - 4:20 pm3:00 pm - 4:20 pm,TBA,TBA,(H) - Hybrid
C11,MATE3175,KP1,DISCRETE MATHEMATICS,3,25,TuTh,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(H) - Hybrid
C11,MECU3001,KG1,QUANTITATIVES METHODS INT,3,28,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(H) - Hybrid
C11,MECU3001,KJ1,QUANTITATIVES METHODS INT,3,28,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MECU3001,KM1,QUANTITATIVES METHODS INT,3,28,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MECU3001,KP1,QUANTITATIVES METHODS INT,3,28,TuTh,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(H) - Hybrid
C11,MECU3001,LK1,QUANTITATIVES METHODS INT,3,28,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,MECU3001,LM1,QUANTITATIVES METHODS INT,3,28,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MECU3001,LP1,QUANTITATIVES METHODS INT,3,28,MW,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(H) - Hybrid
C11,MECU3031,JR1,QUANTITATIVES METHODS I,3,28,Th,6:00 pm - 8:50 pm,TBA,TBA,(H) - Hybrid
C11,MECU3031,KM1,QUANTITATIVES METHODS I,3,28,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(H) - Hybrid
C11,MECU3031,LK1,QUANTITATIVES METHODS I,3,28,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,MECU3031,LN1,QUANTITATIVES METHODS I,3,25,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,MECU3032,JR1,QUANTITATIVES METHODS II,3,28,Th,6:00 pm - 8:50 pm,TBA,TBA,(H) - Hybrid
C11,MECU3032,KN1,QUANTITATIVES METHODS II,3,28,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,MECU3032,LH1,QUANTITATIVES METHODS II,3,28,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,MECU3032,LJ1,QUANTITATIVES METHODS II,3,22,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,MERC3115,KN1,MARKETING,3,25,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(D) - Distance
C11,MERC3115,KR1,MARKETING,3,20,Tu,6:00 pm - 8:50 pm,TBA,TBA,(H) - Hybrid
C11,MERC3115,LN1,MARKETING,3,25,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(D) - Distance
C11,MERC3115,LP1,MARKETING,3,20,MW,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(D) - Distance
C11,MERC4006,LK1,ART SALESMANSHIP,3,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(D) - Distance
C11,MERC4006,LR1,ART SALESMANSHIP,3,20,M,6:00 pm - 8:50 pm,TBA,TBA,(D) - Distance
C11,MERC4007,KM1,MARKETING RESEARCH,3,30,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(D) - Distance
C11,MERC4007,LJ1,MARKETING RESEARCH,3,30,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(D) - Distance
C11,MERC4130,KN1,PROMOTION MANAGEMENT,3,20,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(D) - Distance
C11,MERC4215,JR1,MANAG RETAIL SALE,3,20,Th,6:00 pm - 8:50 pm,TBA,TBA,(D) - Distance
C11,MERC4215,KM1,MANAG RETAIL SALE,3,20,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(D) - Distance
C11,MERC4216,KG1,SALE PRINC PRACT,3,20,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(D) - Distance
C11,MERC4216,LN1,SALE PRINC PRACT,3,25,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(D) - Distance
C11,MERC4219,LM1,INTERMEDIATE MARKETING,3,20,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(D) - Distance
C11,MERC4219,MR1,INTERMEDIATE MARKETING,3,20,W,6:00 pm - 8:50 pm,TBA,TBA,(D) - Distance
C11,MERC4235,VH1,MARKETING INTERRNSHIP,3,9,F,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C11,MUSI3141,LR1,BAND I,2,30,MW,6:00 pm - 7:20 pm6:00 pm - 7:20 pm,TBA,TBA,(H) - Hybrid
C11,MUSI3241,KP1,CHOIR I,2,45,TuTh,4:30 pm - 5:50 pm4:30 pm - 5:50 pm,TBA,TBA,(H) - Hybrid
C11,PSIC3003,KN1,INT. TO GENERAL PSYCHOLOGY,4,30,TuTh,2:30 pm - 4:20 pm2:30 pm - 4:20 pm,TBA,TBA,(D) - Distance
C11,PSIC3003,LK1,INT. TO GENERAL PSYCHOLOGY,4,30,MW,11:00 am - 12:50 pm11:00 am - 12:50 pm,TBA,TBA,(D) - Distance
C11,PSIC3005,KH1,GENERAL PSYCHOLOGY,3,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(D) - Distance
C11,PSIC3005,KJ1,GENERAL PSYCHOLOGY,3,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(D) - Distance
C11,PSIC3005,LH1,GENERAL PSYCHOLOGY,3,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(D) - Distance
C11,PSIC3025,EL1,HUMAN DEVELOPMENT,3,20,F,8:40 pm - 8:45 pm,TBA,TBA,(D) - Distance
C11,PSIC3025,KG1,HUMAN DEVELOPMENT,3,30,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(D) - Distance
C11,PSIC3025,LK1,HUMAN DEVELOPMENT,3,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(D) - Distance
C11,QUIM3001,KG1,GENERAL CHEMISTRY I,4,30,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(H) - Hybrid
C11,QUIM3001,KH1,GENERAL CHEMISTRY I,4,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,QUIM3001,KJ1,GENERAL CHEMISTRY I,4,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,QUIM3001,LG1,GENERAL CHEMISTRY I,4,30,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(H) - Hybrid
C11,QUIM3001,LH1,GENERAL CHEMISTRY I,4,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(D) - Distance
C11,QUIM3001,LH2,GENERAL CHEMISTRY I,4,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,QUIM3001,LJ1,GENERAL CHEMISTRY I,4,30,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(D) - Distance
C11,QUIM3001,LK1,GENERAL CHEMISTRY I,4,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3001,LM1,GENERAL CHEMISTRY I,4,30,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(D) - Distance
C11,QUIM3001,LN1,GENERAL CHEMISTRY I,4,30,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3002,MQ1,GENERAL CHEMISTRY II,4,30,W,5:30 pm - 8:20 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,JH1,GENERAL CHEMISTRY I LAB,-,18,Th,8:30 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,QUIM3003,JH2,GENERAL CHEMISTRY I LAB,-,12,Th,8:30 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,QUIM3003,JM1,GENERAL CHEMISTRY I LAB,-,18,Th,1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,JM2,GENERAL CHEMISTRY I LAB,-,12,Th,1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,KH1,GENERAL CHEMISTRY I LAB,-,18,Tu,8:30 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,QUIM3003,KH2,GENERAL CHEMISTRY I LAB,-,12,Tu,8:30 am - 11:20 am,TBA,TBA,(H) - Hybrid
C11,QUIM3003,KM1,GENERAL CHEMISTRY I LAB,-,18,Tu,1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,KM2,GENERAL CHEMISTRY I LAB,-,12,Tu,1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,KP1,GENERAL CHEMISTRY I LAB,-,18,Tu,4:30 pm - 7:20 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,LG1,GENERAL CHEMISTRY I LAB,-,18,M,7:00 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,QUIM3003,LJ1,GENERAL CHEMISTRY I LAB,-,18,M,10:00 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,LM1,GENERAL CHEMISTRY I LAB,-,18,M,1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,LP1,GENERAL CHEMISTRY I LAB,-,18,M,4:30 pm - 7:20 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,MG1,GENERAL CHEMISTRY I LAB,-,18,W,7:00 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,QUIM3003,MJ1,GENERAL CHEMISTRY I LAB,-,18,W,10:00 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,MM1,GENERAL CHEMISTRY I LAB,-,12,W,1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,MM2,GENERAL CHEMISTRY I LAB,-,18,W,1:00 pm - 3:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,MP1,GENERAL CHEMISTRY I LAB,-,18,W,4:30 pm - 7:20 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3003,MP2,GENERAL CHEMISTRY I LAB,-,12,W,4:30 pm - 7:20 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3004,VG1,GENER CHEMISTRY II LABORAT,-,12,F,7:00 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,QUIM3004,VJ1,GENER CHEMISTRY II LABORAT,-,12,F,10:00 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3021,LH1,FUNDAMENT GENERAL CHEMIST,4,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,QUIM3021,LK1,FUNDAMENT GENERAL CHEMIST,4,30,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3023,JP1,FUND GEN CHEMISTRY LABORAT,-,18,Th,4:30 pm - 7:20 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3023,VG1,FUND GEN CHEMISTRY LABORAT,-,18,F,7:00 am - 9:50 am,TBA,TBA,(H) - Hybrid
C11,QUIM3023,VJ1,FUND GEN CHEMISTRY LABORAT,-,18,F,10:00 am - 12:50 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3023,VM1,FUND GEN CHEMISTRY LABORAT,-,18,F,1:30 pm - 4:20 pm,TBA,TBA,(H) - Hybrid
C11,QUIM3025,VH1,ANALYTICAL CHEMISTRY,4,12,F,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C11,QUIM3026,LJ1,ANALYTICAL CHEMISTRY LAB,-,12,MW,10:00 am - 12:50 pm10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C11,QUIM3031,KH1,ORGANIC CHEMISTRY I,4,30,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(D) - Distance
C11,QUIM3031,KJ1,ORGANIC CHEMISTRY I,4,30,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(D) - Distance
C11,QUIM3031,LH1,ORGANIC CHEMISTRY I,4,30,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(H) - Hybrid
